date,compound_score,positive_score,neutral_score,negative_score
2022-05-31,0.04556,0.0614,0.903,0.0356
2022-06-01,0.04418,0.0928,0.8722,0.035
2022-06-02,0.20874,0.153,0.807,0.04
2022-06-03,0.22556,0.131,0.7962,0.0728
2022-06-04,0.18918,0.1702,0.7544,0.0754
2022-06-05,0.40114,0.254,0.7004,0.0456
2022-06-06,0.10146,0.1336,0.783,0.0834
2022-06-07,-0.0834,0.0334,0.899,0.0676
2022-06-08,0.12012,0.1132,0.8112,0.0756
2022-06-09,0.0416,0.1042,0.7662,0.1298
2022-06-10,0.26978,0.1244,0.8572,0.0184
2022-06-11,-0.35492,0.0588,0.6904,0.2508
2022-06-12,-0.0588,0.1074,0.7382,0.1544
2022-06-13,0.10676,0.0756,0.9012,0.0232
2022-06-14,-0.06668,0.0666,0.8396,0.0938
2022-06-15,-0.35226,0,0.7922,0.2078
2022-06-16,-0.1091,0.1014,0.7486,0.1502
2022-06-17,0.03234,0.1204,0.7638,0.1158
2022-06-18,-0.3556,0.0395,0.76475,0.19575
2022-06-19,0.08912,0.1558,0.6946,0.1496
2022-06-20,-0.29952,0.0214,0.7066,0.272
2022-06-21,-0.16262,0.05,0.7584,0.1916
2022-06-22,-0.05104,0.0652,0.8744,0.0604
2022-06-23,-0.10364,0.114,0.6152,0.271
2022-06-24,-0.12896,0.0782,0.8002,0.1214
2022-06-25,0.35054,0.1948,0.7774,0.0278
2022-06-26,-0.07684,0.0612,0.816,0.1228
2022-06-27,0.07076,0.1216,0.8042,0.0742
2022-06-28,0.3588,0.2076,0.7576,0.0348
2022-06-29,0.18724,0.13,0.825,0.045
2022-06-30,-0.041,0.0984,0.8014,0.1002
2022-07-01,-0.0914,0.1152,0.7536,0.1312
2022-07-02,-0.0184,0.0324,0.9324,0.0352
2022-07-03,0.00206,0.0826,0.8348,0.0828
2022-07-04,0.06578,0.0564,0.918,0.0256
2022-07-05,-0.14414,0.064,0.807,0.129
2022-07-06,0.16508,0.1974,0.6806,0.1222
2022-07-07,0.27104,0.2214,0.705,0.0738
2022-07-08,0.23672,0.1458,0.8224,0.0316
2022-07-09,-0.06674,0.0846,0.7596,0.1558
2022-07-10,-0.3925,0.096,0.6644,0.2396
2022-07-11,0.20728,0.1654,0.7704,0.0644
2022-07-12,0.04844,0.0716,0.881,0.0474
2022-07-13,-0.06096,0.1246,0.7052,0.1704
2022-07-14,0.41988,0.2006,0.7994,0
2022-07-15,0.42856,0.2656,0.7188,0.0156
2022-07-16,0.27524,0.1426,0.8384,0.019
2022-07-17,0.10306,0.1156,0.7714,0.113
2022-07-18,0.03848,0.0944,0.8688,0.0368
2022-07-19,-0.1812,0,0.8992,0.1008
2022-07-20,0.06048,0.1762,0.7026,0.1212
2022-07-21,-0.01854,0.1066,0.7368,0.1568
2022-07-22,0.35974,0.2744,0.6,0.1256
2022-07-23,0.21752,0.1428,0.8126,0.0446
2022-07-24,0.1832,0.0984,0.8784,0.0232
2022-07-25,0.12316,0.136,0.8084,0.0556
2022-07-26,0.16586,0.1664,0.7252,0.1084
2022-07-27,0.14624,0.0846,0.896,0.0194
2022-07-28,0.32162,0.1668,0.8144,0.0188
2022-07-29,0.1747,0.1566,0.7158,0.1276
2022-07-30,0.11874,0.083,0.8796,0.0374
2022-07-31,-0.0251,0.1402,0.762,0.0978
2022-08-01,0.20156,0.1842,0.7102,0.1056
2022-08-02,0.19654,0.126,0.8442,0.0298
2022-08-03,0.30008,0.2156,0.7366,0.0478
2022-08-04,0.31194,0.1554,0.8446,0
2022-08-05,0.13616,0.0846,0.8934,0.022
2022-08-06,0.1576,0.147,0.7764,0.0762
2022-08-07,0.28198,0.1568,0.8058,0.0372
2022-08-08,-0.00388,0.1198,0.7662,0.114
2022-08-09,0.41058,0.2156,0.7474,0.037
2022-08-10,0.08472,0.0886,0.8328,0.0786
2022-08-11,0.17876,0.0716,0.9034,0.025
2022-08-12,0.07276,0.129,0.7674,0.1036
2022-08-13,0.33014,0.1702,0.8202,0.0096
2022-08-14,-0.55228,0,0.7444,0.2556
2022-08-15,0.00918,0.2076,0.617,0.1756
2022-08-16,0.25644,0.1596,0.7864,0.054
2022-08-17,0.25762,0.1272,0.8728,0
2022-08-18,0.18134,0.1314,0.8432,0.0254
2022-08-19,-0.20374,0.0312,0.7838,0.185
2022-08-20,-0.09346,0.0514,0.8044,0.1442
2022-08-21,0.16526,0.1286,0.7996,0.0716
2022-08-22,0.13958,0.1128,0.8416,0.0456
2022-08-23,0.23532,0.1208,0.8286,0.0506
2022-08-24,-0.09898,0.0334,0.899,0.0676
2022-08-25,0.09858,0.0672,0.915,0.0178
2022-08-26,0.04448,0.1534,0.703,0.1436
2022-08-27,0.10846,0.0514,0.9486,0
2022-08-28,-0.14702,0.1082,0.7584,0.133
2022-08-29,0.41806,0.2496,0.702,0.0484
2022-08-30,-0.08198,0.0858,0.729,0.1852
2022-08-31,-0.11714,0.0296,0.8558,0.1146
2022-09-01,0.18982,0.1446,0.8194,0.0362
2022-09-02,-0.10092,0,0.9348,0.0652
2022-09-03,0.41158,0.2278,0.699,0.0728
2022-09-04,0.1719,0.089,0.911,0
2022-09-05,-0.03622,0.0582,0.871,0.0706
2022-09-06,-0.13364,0.082,0.738,0.18
2022-09-07,0.17904,0.212,0.7392,0.0488
2022-09-08,-0.13334,0.0312,0.9016,0.0672
2022-09-09,0.00924,0.08,0.8424,0.0776
2022-09-10,-0.07582,0.0306,0.8416,0.1278
2022-09-11,0.2904,0.1774,0.7774,0.0454
2022-09-12,-0.0487,0.0506,0.8618,0.0876
2022-09-13,0.01492,0.095,0.8306,0.0744
2022-09-14,-0.00516,0.0372,0.9242,0.0386
2022-09-15,0.07262,0.169,0.6346,0.1964
2022-09-16,0.11988,0.1012,0.8628,0.0362
2022-09-17,0.0615,0.0978,0.7534,0.1488
2022-09-18,0.3247,0.1312,0.8688,0
2022-09-19,-0.17344,0.0428,0.8306,0.1266
2022-09-20,0.3792,0.2314,0.7376,0.031
2022-09-21,0.315,0.1938,0.7806,0.0256
2022-09-22,0.2736,0.1896,0.7578,0.0526
2022-09-23,-0.29098,0,0.8042,0.1958
2022-09-24,-0.03466,0.067,0.7866,0.1464
2022-09-25,-0.00752,0.1062,0.7706,0.1234
2022-09-26,0.46756,0.2178,0.7626,0.0196
2022-09-27,0.01008,0.12,0.7824,0.0976
2022-09-28,-0.32942,0,0.7838,0.2162
2022-09-29,-0.46392,0,0.786,0.214
2022-09-30,-0.17182,0.0234,0.8536,0.123
2022-10-01,-0.18902,0.1082,0.7238,0.168
2022-10-02,0.24724,0.1368,0.8058,0.0574
2022-10-03,0.13026,0.158,0.7692,0.0728
2022-10-04,0.11932,0.1776,0.7186,0.104
2022-10-05,0.32164,0.1894,0.7662,0.0444
2022-10-06,0.1705,0.1394,0.8078,0.0528
2022-10-07,0.11288,0.0938,0.8478,0.0584
2022-10-08,0.28696,0.2876,0.652,0.0604
2022-10-09,0.02978,0.1414,0.7362,0.122
2022-10-10,0.08144,0.1014,0.8748,0.0238
2022-10-11,0.16404,0.1564,0.7802,0.0634
2022-10-12,-0.0712,0.1062,0.7386,0.1552
2022-10-13,0.41948,0.2102,0.7898,0
2022-10-14,-0.35616,0.0696,0.6368,0.2938
2022-10-15,0.045,0.077,0.858,0.0652
2022-10-16,-0.05708,0.0306,0.8944,0.075
2022-10-17,-0.18518,0.0462,0.8166,0.1372
2022-10-18,-0.02542,0.0462,0.8998,0.054
2022-10-19,-0.119,0.034,0.8362,0.1298
2022-10-20,0.05172,0.1172,0.8018,0.081
2022-10-21,0.07972,0.075,0.8788,0.0464
2022-10-22,0.18836,0.1404,0.8056,0.054
2022-10-23,-0.15262,0.019,0.9052,0.076
2022-10-24,-0.02306,0.1322,0.6702,0.1976
2022-10-25,-0.04786,0.0824,0.802,0.1154
2022-10-26,-0.01606,0.0886,0.8256,0.0858
2022-10-27,0.04926,0.0494,0.9172,0.0334
2022-10-28,0.36212,0.1846,0.8154,0
2022-10-29,0.01226,0.0854,0.8198,0.0948
2022-10-30,-0.07762,0.1014,0.7724,0.1262
2022-10-31,-0.32658,0.0796,0.659,0.2614
2022-11-01,0.2596,0.2112,0.7198,0.069
2022-11-02,0.10774,0.1054,0.8686,0.026
2022-11-03,0.00104,0.0846,0.8326,0.0828
2022-11-04,0.27862,0.1792,0.7926,0.0282
2022-11-05,0.20124,0.1024,0.8976,0
2022-11-06,0.12986,0.1576,0.7866,0.0558
2022-11-07,0.05786,0.092,0.8602,0.0478
2022-11-08,0.10212,0.0796,0.9204,0
2022-11-09,0.39568,0.2058,0.7942,0
2022-11-10,0.13324,0.1144,0.8064,0.0792
2022-11-11,0.06432,0.1012,0.8592,0.0396
2022-11-12,0.17708,0.111,0.8706,0.0184
2022-11-13,0.24388,0.1958,0.77,0.0342
2022-11-14,0.37592,0.169,0.831,0
2022-11-15,0.00964,0.1558,0.6852,0.159
2022-11-16,0.25716,0.1596,0.8136,0.0268
2022-11-17,-0.03578,0.0534,0.873,0.0736
2022-11-18,0.187,0.1342,0.8102,0.0556
2022-11-19,0.324,0.2376,0.7224,0.04
2022-11-20,-0.10656,0.0722,0.764,0.1638
2022-11-21,0.22958,0.1572,0.7972,0.0456
2022-11-22,0.24802,0.1142,0.8858,0
2022-11-23,0.10366,0.0854,0.861,0.0538
2022-11-24,-0.0545,0.1176,0.7364,0.146
2022-11-25,-0.13714,0.114,0.7208,0.1652
2022-11-26,0.26536,0.1024,0.8868,0.0108
2022-11-27,-0.00284,0.0698,0.8486,0.0816
2022-11-28,0.1802,0.1196,0.861,0.0194
2022-11-29,0.39854,0.234,0.713,0.0528
2022-11-30,0.01228,0.1172,0.8084,0.0744
2022-12-01,0.03024,0.135,0.7518,0.1132
2022-12-02,0.38462,0.1584,0.8416,0
2022-12-03,0.17372,0.1486,0.8076,0.0438
2022-12-04,0.00238,0.0666,0.8802,0.0532
2022-12-05,0.20618,0.1886,0.7452,0.0662
2022-12-06,-0.09818,0.0292,0.8958,0.075
2022-12-07,0.01968,0.0916,0.7896,0.1188
2022-12-08,0.0788,0.1034,0.8314,0.0652
2022-12-09,-0.02258,0.0964,0.7912,0.1122
2022-12-10,0.18642,0.0752,0.9026,0.0222
2022-12-11,0.34616,0.2068,0.7636,0.0296
2022-12-12,0.16968,0.1058,0.8942,0
2022-12-13,0.21256,0.1654,0.7674,0.0672
2022-12-14,0.16886,0.1458,0.7554,0.0986
2022-12-15,0.16312,0.1058,0.837,0.0572
2022-12-16,0.03834,0.0524,0.9152,0.0324
2022-12-17,0.15064,0.1158,0.843,0.0412
2022-12-18,0.212,0.1362,0.8226,0.0412
2022-12-19,0.10108,0.06,0.9174,0.0226
2022-12-20,0.12224,0.232,0.6746,0.0934
2022-12-21,0.10326,0.0794,0.8612,0.0594
2022-12-22,0.4486,0.1674,0.8326,0
2022-12-23,0.3806,0.205,0.7168,0.0784
2022-12-24,0.3585,0.1504,0.8496,0
2022-12-25,0.16302,0.17,0.7706,0.0594
2022-12-26,-0.38326,0.0368,0.7634,0.1998
2022-12-27,0.2747,0.1364,0.829,0.0346
2022-12-28,0.19912,0.1086,0.8754,0.016
2022-12-29,-0.16848,0.0256,0.7874,0.187
2022-12-30,-0.31868,0.0222,0.7478,0.23
2022-12-31,-0.0564,0.0778,0.8176,0.1048
2023-01-01,0.16804,0.0692,0.9308,0
2023-01-02,0.044,0.0798,0.8446,0.0756
2023-01-03,-0.10272,0.0144,0.9504,0.0352
2023-01-04,0.15478,0.138,0.8198,0.0422
2023-01-05,0.11312,0.0744,0.9012,0.0244
2023-01-06,0.11368,0.0546,0.9454,0
2023-01-07,0.1572,0.0884,0.8842,0.0274
2023-01-08,0.02224,0.0792,0.8376,0.0832
2023-01-09,0.04636,0.1226,0.7924,0.085
2023-01-10,0.0337,0.0888,0.8752,0.036
2023-01-11,0.29728,0.151,0.849,0
2023-01-12,-0.118,0,0.9222,0.0778
2023-01-13,0.14638,0.1136,0.8208,0.0656
2023-01-14,0.15964,0.1022,0.8978,0
2023-01-15,0.1338,0.1376,0.781,0.0812
2023-01-16,0.47898,0.2192,0.7404,0.0406
2023-01-17,0.02064,0.0514,0.8996,0.049
2023-01-18,0.14894,0.1496,0.774,0.0764
2023-01-19,0.21102,0.1396,0.7712,0.089
2023-01-20,0.23574,0.2214,0.7412,0.0374
2023-01-21,0.05984,0.061,0.899,0.04
2023-01-22,-0.2637,0.0778,0.7446,0.1776
2023-01-23,0.18114,0.1056,0.873,0.0214
2023-01-24,0.1421,0.078,0.8876,0.0344
2023-01-25,-0.07784,0.1014,0.7568,0.142
2023-01-26,0.15814,0.1284,0.8322,0.0394
2023-01-27,0.03312,0.0866,0.8762,0.0374
2023-01-28,0.19834,0.1414,0.8012,0.0574
2023-01-29,-0.0464,0.0546,0.881,0.0644
2023-01-30,0.04258,0.0762,0.8666,0.0572
2023-01-31,0.23474,0.165,0.7856,0.0494
2023-02-01,0.00474,0.0514,0.9108,0.0378
2023-02-02,0.16252,0.0632,0.9368,0
2023-02-03,0.15594,0.1818,0.7546,0.0636
2023-02-04,0.33154,0.169,0.831,0
2023-02-05,0.18084,0.1556,0.7704,0.074
2023-02-06,0.1079,0.0944,0.8514,0.0542
2023-02-07,0.26496,0.1774,0.7804,0.0424
2023-02-08,0.09004,0.1414,0.7274,0.1314
2023-02-09,0.2613,0.1636,0.773,0.0636
2023-02-10,0.26606,0.195,0.755,0.05
2023-02-11,0.17064,0.0994,0.8502,0.0504
2023-02-12,-0.05042,0.0188,0.941,0.0402
2023-02-13,0.24674,0.1456,0.8106,0.0438
2023-02-14,0.21542,0.1408,0.8002,0.059
2023-02-15,0.30458,0.1972,0.7754,0.0274
2023-02-16,0.38452,0.212,0.7352,0.0528
2023-02-17,0.1902,0.1362,0.8638,0
2023-02-18,0.15702,0.1136,0.8428,0.0436
2023-02-19,-0.05114,0.0448,0.8976,0.0576
2023-02-20,0.28868,0.1768,0.7828,0.0404
2023-02-21,-0.07556,0.1262,0.6662,0.2076
2023-02-22,0.25652,0.1082,0.8728,0.019
2023-02-23,0.24874,0.1336,0.8226,0.0438
2023-02-24,0.3762,0.1946,0.7472,0.0584
2023-02-25,0.22876,0.1164,0.8836,0
2023-02-26,0.27862,0.1002,0.8524,0.0476
2023-02-27,-0.2208,0.0298,0.8646,0.1056
2023-02-28,-0.19348,0.0598,0.828,0.1122
2023-03-01,0.5394,0.3196,0.6162,0.0644
2023-03-02,0.35706,0.2194,0.7806,0
2023-03-03,0.3798,0.1508,0.8322,0.017
2023-03-04,0.22876,0.0868,0.9132,0
2023-03-05,-0.07342,0.0734,0.8218,0.1048
2023-03-06,-0.01942,0.092,0.7582,0.1498
2023-03-07,0.06114,0.0334,0.946,0.0206
2023-03-08,0.49866,0.2102,0.7898,0
2023-03-09,-0.02168,0.1354,0.7164,0.148
2023-03-10,0.31128,0.1366,0.8436,0.0198
2023-03-11,-0.27346,0.0406,0.796,0.1634
2023-03-12,0.07638,0.0928,0.8464,0.061
2023-03-13,-0.38046,0,0.792,0.208
2023-03-14,-0.06886,0.0992,0.7586,0.1422
2023-03-15,-0.17514,0.0424,0.7926,0.1652
2023-03-16,0.08386,0.0906,0.8532,0.0562
2023-03-17,-0.02402,0.0498,0.882,0.0684
2023-03-18,-0.13918,0.0794,0.7712,0.1494
2023-03-19,0.16252,0.0504,0.9496,0
2023-03-20,0.1491,0.1584,0.7448,0.0968
2023-03-21,0.03372,0.207,0.6726,0.1204
2023-03-22,0.17208,0.164,0.774,0.0618
2023-03-23,0.52916,0.3052,0.6604,0.0344
2023-03-24,0.42586,0.1928,0.7812,0.026
2023-03-25,0.01816,0.0994,0.786,0.1146
2023-03-26,-0.04566,0.1196,0.7098,0.1706
2023-03-27,-0.1247,0.0344,0.8716,0.0942
2023-03-28,0.03702,0.1192,0.7864,0.0944
2023-03-29,0.23486,0.139,0.8232,0.0378
2023-03-30,-0.47524,0,0.8118,0.1882
2023-03-31,-0.06352,0.0956,0.776,0.1284
2023-04-01,0.04334,0.0626,0.8616,0.0758
2023-04-02,0.22502,0.0906,0.8794,0.03
2023-04-03,0.0252,0.105,0.8146,0.0806
2023-04-04,-0.32958,0.0554,0.7548,0.1898
2023-04-05,0.0791,0.168,0.7216,0.1104
2023-04-06,0.13902,0.0686,0.9066,0.0248
2023-04-07,0.28004,0.1754,0.8246,0
2023-04-08,0.09026,0.1042,0.8452,0.0506
2023-04-09,0.05982,0.1484,0.7108,0.1408
2023-04-10,0.36258,0.2046,0.7278,0.0676
2023-04-11,0.11988,0.0788,0.9212,0
2023-04-12,-0.03494,0.014,0.9604,0.0256
2023-04-13,-0.0821,0.0324,0.8546,0.113
2023-04-14,0.15846,0.0932,0.9068,0
2023-04-15,0.434,0.2708,0.7062,0.023
2023-04-16,0.1037,0.0852,0.8578,0.0568
2023-04-17,0.10174,0.123,0.8516,0.0254
2023-04-18,0.04088,0.105,0.7886,0.1064
2023-04-19,-0.06938,0.0518,0.833,0.1152
2023-04-20,0.05464,0.0518,0.9118,0.0364
2023-04-21,0.08928,0.0782,0.892,0.0298
2023-04-22,0.0166,0.1078,0.777,0.115
2023-04-23,0.04542,0.0682,0.8876,0.0442
2023-04-24,0.00456,0.1226,0.7838,0.0936
2023-04-25,-0.12232,0.092,0.769,0.139
2023-04-26,-0.33858,0.0644,0.6378,0.2978
2023-04-27,-0.2423,0.0738,0.689,0.2372
2023-04-28,-0.23646,0.0132,0.8746,0.1122
2023-04-29,-0.15188,0.0408,0.8742,0.085
2023-04-30,0.11308,0.115,0.8276,0.0574
2023-05-01,-0.255,0.0372,0.7962,0.1666
2023-05-02,0.1092,0.0826,0.8856,0.0318
2023-05-03,-0.06376,0.119,0.7826,0.0982
2023-05-04,-0.04044,0.0536,0.8846,0.0616
2023-05-05,0.35164,0.196,0.7322,0.072
2023-05-06,0.24836,0.2418,0.7262,0.032
2023-05-07,0.35358,0.1802,0.776,0.044
2023-05-08,-0.37202,0.0448,0.712,0.2432
2023-05-09,-0.19916,0,0.8858,0.1142
2023-05-10,0.04848,0.1672,0.7534,0.0794
2023-05-11,-0.0154,0.0386,0.937,0.0244
2023-05-12,0.08804,0.1268,0.8122,0.0612
2023-05-13,-0.32174,0,0.7868,0.2132
2023-05-14,0.0592,0.031,0.969,0
2023-05-15,-0.26804,0.0308,0.7638,0.2054
2023-05-16,0.16796,0.1522,0.7836,0.0642
2023-05-17,-0.14216,0.11,0.7024,0.1876
2023-05-18,0.13906,0.1198,0.8284,0.0518
2023-05-19,-0.09534,0.0478,0.86,0.0922
2023-05-20,0.109,0.094,0.8806,0.0254
2023-05-21,-0.04824,0.1018,0.8014,0.0966
2023-05-22,0.31322,0.2326,0.6642,0.1034
2023-05-23,0.23182,0.1272,0.7716,0.1012
2023-05-24,0.21584,0.104,0.8812,0.0148
2023-05-25,-0.06106,0.0264,0.9146,0.059
2023-05-26,0.23984,0.2194,0.6526,0.1282
2023-05-27,0.08684,0.1356,0.793,0.0712
2023-05-28,0.12132,0.125,0.7748,0.1002
2023-05-29,-0.2063,0.0334,0.8112,0.1554
2023-05-30,0.19624,0.1666,0.762,0.0714
2023-05-31,0.1127,0.0576,0.9424,0
2023-06-01,0.4143,0.2462,0.7538,0
2023-06-02,-0.0253,0.126,0.7986,0.0754
2023-06-03,0.05066,0.1108,0.8226,0.0664
2023-06-04,0.3195,0.147,0.821,0.032
2023-06-05,-0.06176,0.0468,0.884,0.0692
2023-06-06,0.22814,0.198,0.75,0.052
2023-06-07,-0.10552,0.0304,0.8974,0.0722
2023-06-08,-0.09438,0.0824,0.8062,0.1114
2023-06-09,0.0929,0.0924,0.8486,0.0592
2023-06-10,0.05186,0.097,0.8716,0.0314
2023-06-11,0.2876,0.2916,0.6246,0.0838
2023-06-12,0.11364,0.1016,0.86,0.0384
2023-06-13,0.266,0.1978,0.734,0.068
2023-06-14,-0.05876,0.102,0.768,0.13
2023-06-15,-0.16252,0.04,0.8182,0.1418
2023-06-16,-0.1486,0.0604,0.8318,0.1078
2023-06-17,-0.11828,0.0304,0.8796,0.0902
2023-06-18,-0.40034,0.0248,0.7936,0.1816
2023-06-19,0.27952,0.1836,0.7406,0.0758
2023-06-20,0.0903,0.121,0.7766,0.1024
2023-06-21,-0.12426,0.095,0.8054,0.0996
2023-06-22,0.0288,0.075,0.8806,0.0444
2023-06-23,0.13382,0.1852,0.7854,0.0294
2023-06-24,0.18504,0.0856,0.9144,0
2023-06-25,0.18404,0.1394,0.829,0.0316
2023-06-26,0.25988,0.0908,0.9092,0
2023-06-27,0.0108,0.0632,0.8952,0.0416
2023-06-28,-0.06498,0.0612,0.8676,0.0712
2023-06-29,-0.10534,0,0.9346,0.0654
2023-06-30,-0.09534,0,0.9488,0.0512
2023-07-01,-0.01058,0.0534,0.872,0.0746
2023-07-02,-0.16208,0.0312,0.8374,0.1312
2023-07-03,0.27754,0.1322,0.8482,0.0198
2023-07-04,0.03008,0.0898,0.8404,0.0698
2023-07-05,0.3005,0.1532,0.8228,0.024
2023-07-06,-0.0075,0.0752,0.8238,0.101
2023-07-07,0.0554,0.1158,0.8078,0.0764
2023-07-08,0.00602,0.091,0.7918,0.1172
2023-07-09,-0.08498,0.0924,0.7802,0.1272
2023-07-10,-0.20508,0.0844,0.7406,0.175
2023-07-11,0.27876,0.148,0.852,0
2023-07-12,0.20972,0.1036,0.8964,0
2023-07-13,0.24718,0.209,0.7428,0.0482
2023-07-14,0.31966,0.1864,0.7828,0.0308
2023-07-15,0.09476,0.09,0.864,0.046
2023-07-16,-0.0747,0.0976,0.8182,0.0842
2023-07-17,0.17272,0.1448,0.8276,0.0274
2023-07-18,0.1244,0.1372,0.8054,0.0576
2023-07-19,0.10402,0.1256,0.8264,0.048
2023-07-20,-0.10534,0.0956,0.787,0.1174
2023-07-21,-0.0189,0.0656,0.873,0.0614
2023-07-22,0.12248,0.0434,0.9566,0
2023-07-23,0.07974,0.061,0.9156,0.0234
2023-07-24,0.32608,0.1462,0.8538,0
2023-07-25,0.36838,0.199,0.7618,0.039
2023-07-26,0.29594,0.1722,0.7562,0.0716
2023-07-27,-0.27356,0.0712,0.7528,0.176
2023-07-28,0.21568,0.2016,0.683,0.1154
2023-07-29,0.0322,0.0596,0.8882,0.0522
2023-07-30,0.01288,0.1046,0.7694,0.1262
2023-07-31,0.16332,0.1654,0.7732,0.0616
2023-08-01,0.02756,0.086,0.8752,0.0388
2023-08-02,-0.0455,0.0428,0.9238,0.0334
2023-08-03,0.38804,0.1888,0.7952,0.016
2023-08-04,0.02628,0.0996,0.7774,0.123
2023-08-05,0.1085,0.1188,0.8268,0.0544
2023-08-06,0.04638,0.0358,0.9254,0.0388
2023-08-07,-0.09736,0.0682,0.7918,0.14
2023-08-08,0.2329,0.1228,0.744,0.133
2023-08-09,0.13922,0.1104,0.8188,0.0708
2023-08-10,0.0464,0.1244,0.7916,0.0838
2023-08-11,0.28612,0.1478,0.8328,0.0194
2023-08-12,0.06656,0.1662,0.6952,0.1386
2023-08-13,-0.11438,0.0604,0.8386,0.1012
2023-08-14,0.14938,0.0844,0.846,0.0698
2023-08-15,0.39352,0.1646,0.8164,0.019
2023-08-16,-0.25396,0.0328,0.8292,0.138
2023-08-17,0.25182,0.1418,0.8582,0
2023-08-18,0.08372,0.1194,0.7998,0.0808
2023-08-19,-0.11384,0,0.9068,0.0932
2023-08-20,-0.19756,0.0456,0.8292,0.1252
2023-08-21,-0.09824,0.075,0.7868,0.1382
2023-08-22,-0.02604,0.1308,0.7498,0.1194
2023-08-23,0.11036,0.1182,0.805,0.0768
2023-08-24,0.22442,0.2088,0.762,0.0292
2023-08-25,0.36538,0.2096,0.7904,0
2023-08-26,0.19562,0.1902,0.6816,0.1282
2023-08-27,0.30594,0.1262,0.8586,0.0152
2023-08-28,-0.28508,0.0206,0.8,0.1794
2023-08-29,0.42224,0.2518,0.7482,0
2023-08-30,0.13704,0.1152,0.826,0.0588
2023-08-31,0.27432,0.1572,0.8428,0
2023-09-01,0.21138,0.102,0.898,0
2023-09-02,0.15814,0.1238,0.8296,0.0466
2023-09-03,0.17704,0.1048,0.8636,0.0316
2023-09-04,0.05838,0.0758,0.8362,0.088
2023-09-05,0.26694,0.1748,0.7958,0.0294
2023-09-06,0.05848,0.0606,0.9122,0.0272
2023-09-07,-0.13392,0.0886,0.7908,0.1206
2023-09-08,0.07,0.1406,0.7412,0.1182
2023-09-09,-0.07452,0.0656,0.8258,0.1086
2023-09-10,0.02454,0.067,0.883,0.0498
2023-09-11,0.1705,0.0986,0.8544,0.047
2023-09-12,0.09274,0.0922,0.8818,0.026
2023-09-13,0.47672,0.3066,0.6934,0
2023-09-14,0.00594,0.081,0.776,0.1428
2023-09-15,0.16956,0.1086,0.8624,0.029
2023-09-16,0.3943,0.26,0.6644,0.0756
2023-09-17,-0.24106,0.0626,0.765,0.1724
2023-09-18,-0.12342,0.0288,0.8546,0.1166
2023-09-19,-0.1946,0.1106,0.7182,0.1714
2023-09-20,0.4316,0.198,0.7848,0.0172
2023-09-21,0.07852,0.1112,0.816,0.0728
2023-09-22,0.35324,0.155,0.845,0
2023-09-23,0.07974,0.0518,0.9482,0
2023-09-24,-0.0812,0.119,0.774,0.107
2023-09-25,0.3318,0.1652,0.7776,0.0574
2023-09-26,-0.17916,0,0.8768,0.1232
2023-09-27,0.19134,0.115,0.849,0.036
2023-09-28,0.08808,0.045,0.955,0
2023-09-29,0.3543,0.1668,0.8332,0
2023-09-30,-0.0925,0.0578,0.7886,0.1536
2023-10-01,0.10524,0.1468,0.8184,0.0348
2023-10-02,0.09632,0.0618,0.9104,0.0278
2023-10-03,0.2152,0.159,0.7564,0.0846
2023-10-04,-0.11338,0.102,0.7336,0.1642
2023-10-05,0.0223,0.1264,0.7208,0.153
2023-10-06,0.34698,0.1786,0.7548,0.0666
2023-10-07,-0.31902,0.045,0.7944,0.1606
2023-10-08,0.0727,0.0692,0.8796,0.0512
2023-10-09,0.03392,0.0952,0.8214,0.0834
2023-10-10,-0.22884,0.0308,0.801,0.1682
2023-10-11,-0.20108,0.045,0.803,0.152
2023-10-12,0.31958,0.2366,0.7634,0
2023-10-13,0.08998,0.1476,0.7968,0.0556
2023-10-14,-0.05628,0.0254,0.8608,0.1138
2023-10-15,-0.33182,0.0316,0.7434,0.2248
2023-10-16,0.13492,0.0836,0.9164,0
2023-10-17,-0.2576,0.0412,0.784,0.1748
2023-10-18,-0.14702,0,0.9354,0.0646
2023-10-19,-0.31898,0.0308,0.7646,0.2046
2023-10-20,-0.25094,0.104,0.718,0.1778
2023-10-21,-0.00092,0.0688,0.8428,0.0884
2023-10-22,-0.01922,0.1604,0.7004,0.1392
2023-10-23,-0.16638,0.1358,0.7072,0.1568
2023-10-24,-0.29652,0.122,0.6234,0.2544
2023-10-25,0.18492,0.2374,0.6824,0.0802
2023-10-26,0.06326,0.0572,0.8984,0.0444
2023-10-27,-0.26892,0.1304,0.5858,0.2838
2023-10-28,-0.02466,0.1762,0.635,0.1888
2023-10-29,-0.07136,0.073,0.8368,0.0902
2023-10-30,0.10366,0.1268,0.779,0.0942
2023-10-31,-0.33,0.0676,0.7284,0.2038
2023-11-01,-0.21358,0,0.8292,0.1708
2023-11-02,0.30734,0.148,0.852,0
2023-11-03,0.1263,0.0824,0.879,0.0388
2023-11-04,-0.10228,0.0272,0.9044,0.0684
2023-11-05,0.09302,0.0518,0.9292,0.019
2023-11-06,-0.4028,0.0372,0.7468,0.2162
2023-11-07,-0.27916,0.105,0.7154,0.1796
2023-11-08,-0.39944,0.0598,0.7696,0.1706
2023-11-09,0.13192,0.1704,0.7042,0.1254
2023-11-10,-0.03086,0.1314,0.7586,0.11
2023-11-11,-0.24248,0.0382,0.827,0.1348
